timestamp,system_id,motor_temperature,battery_level,voltage,current,vibration_x,vibration_y,vibration_z,acceleration_x,acceleration_y,acceleration_z,gps_accuracy,gps_satellite_count,signal_strength,altitude,speed,heading,fault_type
2025-01-01 00:07:23,SYS-09,76.05895802739201,149.46183957439635,23.647478442789872,9.420829227910517,-0.15355312017936543,0.6335716092549935,-0.4331095300836511,0.009095544862525312,-0.446448590906771,9.924345000008303,-1.0937953748228155,9.0,-71.83180149067704,206.22758753075567,4.7642039077601375,335.86361464751275,Navigation Instability
2025-01-01 00:04:52,SYS-06,107.31455391146162,102.45848886247738,23.980467626221326,14.302444093814595,0.16840803027933401,-0.370024500630577,0.37511216738354414,-0.10760672202630747,-0.058567411324285376,10.563964320741409,-1.8173454125293755,13.0,-77.9917865744792,148.86768031878805,10.138001560501401,117.48738181553284,Sensor Drift
2025-01-01 00:02:15,SYS-03,85.117430248714,102.71007720550413,24.018511343878316,13.755058050003312,0.7746397515948966,0.8897961783959467,0.2469947390092345,0.5893241992684474,0.34687923379999064,9.71816468522048,2.2806851325776933,10.0,-42.84588520733476,141.50832932635132,11.321857483589948,96.36188849967837,Motor Overheating
2025-01-01 00:03:39,SYS-05,51.97523821438402,100.79317128847242,24.614233785910685,7.925168372145633,0.5398925136878912,0.2719716985407868,0.6084696928506955,-0.1630536719831684,-0.7192534896394608,8.80562980394177,1.8641773153950685,8.0,-92.02929259440121,79.3315513841666,10.28146828048559,112.88744795351258,Communication Fault
2025-01-01 00:03:04,SYS-04,49.22805483745049,63.1917116901959,22.078924780108057,4.353603699842195,0.19397931658497902,0.14812921203798185,-0.27440769037914714,0.4435495292666993,-0.3197842668376677,10.606922655124675,12.362402756493795,4.0,-74.65875635195343,130.37643123780308,17.820569710449384,136.18664376308405,GPS Fault
2025-01-01 00:07:13,SYS-09,82.9451895991597,75.54020107893045,23.400961168991696,9.538923771727847,0.34870748736307794,0.8841496644461888,-0.19575693806851238,-0.4039621880215012,-0.3362297420722913,10.787672444032976,9.1462632302012,13.0,-76.1256070509602,80.98154396327446,21.05104499523019,306.87367576242855,Navigation Instability
2025-01-01 00:05:12,SYS-07,61.02624118897439,66.81869532464594,26.988273250121853,9.439619394774944,0.6649474630118637,1.1570388486696084,1.0321267637591434,0.08923091646678583,-0.5708158193443564,10.048170510525757,1.313201232917181,11.0,-43.261984913607634,135.08447890615676,3.93890548749474,43.74795058702568,Vibration Fault
2025-01-01 00:04:17,SYS-06,76.64943012134688,80.91654759225042,21.870400356467716,13.15927203547094,0.16102730563076176,0.1604440742742933,0.1177274932722822,-0.25635705239036294,-0.23814351755528845,8.568461239936445,0.1758428577022384,9.0,-56.63340809986799,99.31409556191706,20.729241556279373,247.2167648587189,Sensor Drift
2025-01-01 00:04:36,SYS-06,67.91029961010604,67.7954063502226,23.97753527291284,14.683882615112829,0.8682152374712735,0.2447005329810243,-0.4397802099920164,-0.28223550775826206,-0.17904233666975988,10.596834846216,-2.3114488446242234,12.0,-39.560839886582386,87.87839731068813,14.160562357980961,108.39629642051563,Sensor Drift
2025-01-01 00:05:29,SYS-07,93.41140180233981,87.05743601329094,23.507246452615764,8.851597565399091,1.1355802531296533,1.342092833936563,2.070152645491641,0.1745999317020736,0.2643979420099552,9.31076404913413,2.8596663188028826,12.0,-49.12552661818444,103.8896910479999,20.861645791549687,227.75741637712719,Vibration Fault
2025-01-01 00:04:54,SYS-06,71.1633061054504,131.8848904332829,22.974611068974962,4.147566933633919,0.9038488865090568,0.5392265275309954,0.656665465484981,-0.08990300314195382,-0.08538460134397094,11.011444157864853,4.525132745244635,14.0,-47.36306201754579,119.21670402610971,17.276016607428218,191.04629544736665,Sensor Drift
2025-01-01 00:03:27,SYS-05,74.32522983149185,114.34565759916708,21.606347699348472,11.348223850274286,0.9912579235931722,0.8250082521870564,-0.007424621680486548,0.27484151285871145,-0.38232472097885184,9.966243515815197,5.1060838539007225,8.0,-111.20323325137377,127.75396242013353,10.018070649895652,240.26194537098874,Communication Fault
2025-01-01 00:03:30,SYS-05,55.77278987093293,100.70884258717368,21.124605968412908,13.005883324201545,-0.6276444049449318,-0.09236359094767227,1.2715176676554685,0.14041383108414626,-0.02011980249439814,9.871757821938859,-3.216636923651197,4.0,-85.79155481148914,96.32934693861117,12.302750875781523,49.948078180658825,Communication Fault
2025-01-01 00:05:31,SYS-07,73.5887581197822,89.15946153692326,24.171211432261426,14.09627938193526,0.09114591945796324,0.9726695005008278,1.0875775684095574,-0.24917708145916997,0.21074637150419956,9.62164785394209,0.9129263494814435,14.0,-70.68628646123736,140.2857116991844,11.40273949769323,218.9200094833035,Vibration Fault
